GEM unit/phase ID,GEM location ID,Country,Wiki URL,Plant name,Unit name,Plant name (local),Plant name (other),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Previous Region,Latitude,Longitude,Location accuracy,Permits (Detail),Permits (Main Date Only),Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Financier,Financier Public or Private,Financier Type,Domestic/International,Financier Country,Advisor,Type of Finance,Equity Partnership,Units Included,Financing Status,Repaid?,Close Date,Close Year,All Finance This Plant,This Financier's Total Share,This Financier's Unit Share,EPC Company,Insurance,Equipment (GENMFR),TurbMFR,BoilerMFR
G100000106795,L100000102053,India,https://www.gem.wiki/Meenakshi_Energy_Thermal_Power_Project,Meenakshi Energy Thermal Power Project,Unit 4,,Thamminapatnam,Meenakshi Energy [100%],Vedanta Ltd [100.0%],350,construction,2024,,,subcritical,Unknown,,,Thamminapatnam,Chillakur,Nellore,Andhra Pradesh,Southern Asia,Asia,South Asia,14.211195,80.090062,exact,Terms of Reference: 2010-12-09,,,,,"9,572","96,100",53.00%,1.6,63.1,Industrial Development Bank of India (IDBI),Private,Government-owned commercial institution,Domestic,India,,loan,,"1,2,3,4",Closed,,,n/a,,,,,,,,
G100000100401,L100000103657,Türkiye,https://www.gem.wiki/Atlas_Enerji_%C4%B0skenderun_power_station,Atlas Enerji İskenderun power station,Unit 1,"Atlas Enerji, Atlas İskenderun Termik Santrali",,Atlas Enerji Üretim [100%],Diler Holding AŞ,600,operating,2014,,,supercritical,bituminous,,,,Azganlık,İskenderun,Hatay,Western Asia,Asia,non-EU Europe,36.69028,36.20909,exact,,,,,,"8,409","94,600",53.00%,2.3,72.5,Isbank,Private,Privately-owned commercial institution,Domestic,Türkiye,N/A,loan,,"1,2",Closed,,N/A,N/A,N/A,N/A,N/A,,,,,
G100000104821,L100000103641,Türkiye,https://www.gem.wiki/%C4%B0%C3%87DA%C5%9E_Bekirli_power_station,İÇDAŞ Bekirli power station,Unit 2,Bekirli Termik Santrali,,İÇDAŞ Elektrik Enerjisi Üretim ve Yatırım [100%],İÇDAŞ,600,operating,2015,,,supercritical,lignite,,,,Değirmencik,Biga,Çanakkale,Western Asia,Asia,non-EU Europe,40.39953,27.04973,exact,,,iron & steel,power,,"8,409","101,000",53.00%,2.5,79.9,Isbank,Private,Privately-owned commercial institution,Domestic,Türkiye,N/A,loan,,"1,2",Closed,,N/A,N/A,N/A,N/A,N/A,,,,,
G100000114501,L100000103657,Türkiye,https://www.gem.wiki/Atlas_Enerji_%C4%B0skenderun_power_station,Atlas Enerji İskenderun power station,Unit 2,"Atlas Enerji, Atlas İskenderun Termik Santrali",,Atlas Enerji Üretim [100%],Diler Holding AŞ,600,operating,2014,,,supercritical,bituminous,,,,Azganlık,İskenderun,Hatay,Western Asia,Asia,non-EU Europe,36.69028,36.20909,exact,,,,,,"8,409","94,600",53.00%,2.3,72.5,Isbank,Private,Privately-owned commercial institution,Domestic,Türkiye,N/A,loan,,"1,2",Closed,,N/A,N/A,N/A,N/A,N/A,,,,,
G100000109572,L100000102071,India,https://www.gem.wiki/Sri_Damodaram_Sanjeevaiah_Thermal_Power_Station,Sri Damodaram Sanjeevaiah Thermal Power Station,Unit 1,,"Damodaram Sanjeevaiah, Krishnapatnam Supercritical thermal power project",Andhra Pradesh Power Development [100%],Andhra Pradesh Power Generation Corp Ltd [100.0%],800,operating,2014,,,supercritical,bituminous,"70% domestic, 30% imported",,Nelaturu,Muttukuru,Nellore,Andhra Pradesh,Southern Asia,Asia,South Asia,14.327604,80.122105,exact,,,,,,"8,409","94,600",53.00%,3.1,96.6,KfW,Public,Governmental policy institution,International,Germany,N/A,loan,,"1,2",Closed,,N/A,N/A,"$332,495,382.00","$332,495,382.00","$166,247,691.00",Bharat Heavy Electricals Limited,,,,
G100000104808,L100000104361,Zimbabwe,https://www.gem.wiki/Hwange_power_station,Hwange power station,Unit 7,,,Zimbabwe Power [100%],ZESA Holdings Ltd,335,operating,2023,,,subcritical,bituminous,Wankie colliery open cast mine,,Hwange,,,Matabeleland North,Sub-Saharan Africa,Africa,Africa and Middle East,-18.3835,26.47,exact,,,,,,"9,572","94,600",53.00%,1.5,59.4,African Export-Import Bank,Public,Governmental policy institution,International,Egypt,KPMG,loan,,"7,8",Stopped,,,,,,,PowerChina,,Dongfang Electric Corporation ,Dongfang Electric Corporation ,
G100000104809,L100000104361,Zimbabwe,https://www.gem.wiki/Hwange_power_station,Hwange power station,Unit 8,,,Zimbabwe Power [100%],ZESA Holdings Ltd,335,construction,2023,,,subcritical,bituminous,Wankie colliery open cast mine,,Hwange,,,Matabeleland North,Sub-Saharan Africa,Africa,Africa and Middle East,-18.3835,26.47,exact,,,,,,"9,572","94,600",53.00%,1.5,59.4,African Export-Import Bank,Public,Governmental policy institution,International,Egypt,KPMG,loan,,"7,8",Stopped,,,,,,,PowerChina,,Dongfang Electric Corporation ,Dongfang Electric Corporation ,
G100000115141,L100000104849,Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),Maheshkhali power station (BPDB/RPCL),Unit 1,,"BR Powergen power station, Moheshkhali power station, Moheskhali",B-R Powergen [100%],Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],660,pre-permit,2030,,,ultra-supercritical,Unknown,imported,,Maheshkhali,,Cox's Bazar,Chittagong,Southern Asia,Asia,South Asia,21.623126,91.903689,approximate,,,,,,"8,272","96,100",53.00%,2.6,102.8,TBD,N/A,Unknown,,N/A,,loan,,"1,2",Unknown,,,,,,,,,,,
G100000109573,L100000102071,India,https://www.gem.wiki/Sri_Damodaram_Sanjeevaiah_Thermal_Power_Station,Sri Damodaram Sanjeevaiah Thermal Power Station,Unit 2,,"Damodaram Sanjeevaiah, Krishnapatnam Supercritical thermal power project",Andhra Pradesh Power Development [100%],Andhra Pradesh Power Generation Corp Ltd [100.0%],800,operating,2015,,,supercritical,bituminous,"70% domestic, 30% imported",,Nelaturu,Muttukuru,Nellore,Andhra Pradesh,Southern Asia,Asia,South Asia,14.327604,80.122105,exact,,,,,,"8,409","94,600",53.00%,3.1,99.8,KfW,Public,Governmental policy institution,International,Germany,N/A,loan,,"1,2",Closed,,N/A,N/A,"$332,495,382.00","$332,495,382.00","$166,247,691.00",Bharat Heavy Electricals Limited,,,,
G100000108757,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 1,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2016,,2046,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,95.5,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$86,852,091.00","$43,426,045.50",,,,,
G100000115142,L100000104849,Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),Maheshkhali power station (BPDB/RPCL),Unit 2,,"BR Powergen power station, Moheshkhali power station, Moheskhali",B-R Powergen [100%],Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],660,pre-permit,2030,,,ultra-supercritical,Unknown,imported,,Maheshkhali,,Cox's Bazar,Chittagong,Southern Asia,Asia,South Asia,21.623126,91.903689,approximate,,,,,,"8,272","96,100",53.00%,2.6,102.8,TBD,N/A,Unknown,,N/A,,loan,,"1,2",Unknown,,,,,,,,,,,
G100000108758,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 2,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2017,,2047,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,99.5,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$86,852,091.00","$43,426,045.50",,,,,
G100000108918,L100000104888,South Korea,https://www.gem.wiki/Shin_Seocheon_power_station,Shin Seocheon power station,--,신서천 발전소,"Sin Seocheon power station, New Seocheon power station, 신서천 발전소",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1018,operating,2021,,2051,ultra-supercritical,bituminous,,,Maryang-ri,Seocheon,,South Chungcheong,Eastern Asia,Asia,East Asia,36.144144,126.495938,exact,,,,,,"8,272","94,600",53.00%,3.9,113.2,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,1,Closed,,N/A,N/A,"$313,862,182.00","$9,142,030.00","$9,142,030.00",,,,,
G100000109269,L100000103482,South Korea,https://www.gem.wiki/Shin_Boryeong_power_station,Shin Boryeong power station,Unit 2,신보령화력,"Sin Boryeong power station, Shin Poryong power station, f",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1000,operating,2017,,2047,ultra-supercritical,bituminous,,,Poryong-gun,Ocheon,Poryong,South Chungcheong,Eastern Asia,Asia,East Asia,36.384613,126.486169,exact,,,,,,"8,272","94,600",53.00%,3.8,95.8,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$627,722,261.00","$18,284,060.00","$9,142,030.00",,,,,
G100000109277,L100000103482,South Korea,https://www.gem.wiki/Shin_Boryeong_power_station,Shin Boryeong power station,Unit 1,신보령화력,"Sin Boryeong power station, Shin Poryong power station, f",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1000,operating,2017,,2047,ultra-supercritical,bituminous,,,Poryong-gun,Ocheon,Poryong,South Chungcheong,Eastern Asia,Asia,East Asia,36.384613,126.486169,exact,,,,,,"8,272","94,600",53.00%,3.8,95.8,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$627,722,261.00","$18,284,060.00","$9,142,030.00",,,,,
G100000109802,L100000103483,South Korea,https://www.gem.wiki/Taean_power_station,Taean power station,Unit 10,태안화력,태안화력,Korea Western Power [100%],Korea Electric Power Corp [100.0%],1050,operating,2017,,2047,ultra-supercritical,bituminous,,,Banggal,Wonbuk,Taean,South Chungcheong,Eastern Asia,Asia,East Asia,36.9055681,126.2346268,exact,,,,,,"8,272","94,600",53.00%,4,100.6,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$466,504,842.00","$18,295,366.00","$9,147,683.00",,,,,
G100000109810,L100000103483,South Korea,https://www.gem.wiki/Taean_power_station,Taean power station,Unit 9,태안화력,태안화력,Korea Western Power [100%],Korea Electric Power Corp [100.0%],1050,operating,2016,,2046,ultra-supercritical,bituminous,,,Banggal,Wonbuk,Taean,South Chungcheong,Eastern Asia,Asia,East Asia,36.9055681,126.2346268,exact,,,,,,"8,272","94,600",53.00%,4,96.6,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$466,504,842.00","$18,295,366.00","$9,147,683.00",,,,,
G100000101109,L100000103170,Philippines,https://www.gem.wiki/Bundagul_power_station,Bundagul power station,--,,Mabalacat Anda,Anda Power [100%],Anda Power [100.0%],84,operating,2016,,,CFB,Unknown,,,Bundagul,Mabalacat,Pampanga,Central Luzon,South-eastern Asia,Asia,SE Asia,15.236266,120.609774,exact,,,,,,"10,442","96,100",53.00%,0.4,13.6,N/A,N/A,N/A,,N/A,,,,,Closed,,,N/A,,,,,,,,
G100000101400,L100000102540,India,https://www.gem.wiki/Chennai_power_station,Chennai power station,Unit III,,Gummidipoondi OPB,OPG Power Ventures [100%],OPG Power Ventures [100.0%],80,operating,2013,,,subcritical,bituminous,,,Peria Obulapuram and Papankuppam,Gummidipoondi,Thiruvallur,Tamil Nadu,Southern Asia,Asia,South Asia,13.437422,80.09788,exact,"May 18, 2011 – Environmental Clearance","Year: 2011, Month: 5, Day: 18",,,,"11,313","94,600",53.00%,0.4,12.6,N/A,N/A,N/A,,N/A,,,,,Closed,,,N/A,,,,,,,,
G100000106038,L100000102900,Japan,https://www.gem.wiki/Kushiro_power_station,Kushiro power station,--,釧路火力発電所,Kushiro Thermal Power Plant,Kushiro Power Generation [100%],IDI Infrastructures,112,operating,2020,,,subcritical,Unknown,,"bioenergy - agricultural waste (solids), bioenergy - wood & other biomass (solids)",,Kushiro,Hokkaido,Hokkaido,Eastern Asia,Asia,East Asia,42.961628,144.405519,exact,,,,,,"10,442","96,100",53.00%,0.6,20.4,N/A,N/A,N/A,,N/A,,,,,Closed,,,N/A,,,,,,,,
G100000108236,L100000102789,Indonesia,https://www.gem.wiki/Punagaya_power_station,Punagaya power station,Phase II Unit 3,,吉利普多电站,PT Bosowa Makassar [100%],Bosawa Corp,135,operating,2018,,,subcritical,Unknown,,bioenergy - agricultural waste (solids),Punagaya,Bangkala,Jeneponto,South Sulawesi,South-eastern Asia,Asia,SE Asia,-5.617881,119.5511895,exact,,,,,,"10,442","96,100",53.00%,0.7,23.2,N/A,N/A,N/A,International,N/A,N/A,loan,,"3,4",Closed,,N/A,N/A,N/A,N/A,N/A,,,,,
G100000108237,L100000102789,Indonesia,https://www.gem.wiki/Punagaya_power_station,Punagaya power station,Phase II Unit 4,,吉利普多电站,PT Bosowa Makassar [100%],Bosawa Corp,135,operating,2018,,,subcritical,Unknown,,bioenergy - agricultural waste (solids),Punagaya,Bangkala,Jeneponto,South Sulawesi,South-eastern Asia,Asia,SE Asia,-5.617881,119.5511895,exact,,,,,,"10,442","96,100",53.00%,0.7,23.2,N/A,N/A,N/A,International,N/A,N/A,loan,,"3,4",Closed,,N/A,N/A,N/A,N/A,N/A,,,,,
G100000108749,L100000102179,India,https://www.gem.wiki/Salora_power_station,Salora power station,Unit 1,,,Vandana Vidhyut [100%],Vandanaa Group,135,operating,2015,,,subcritical,bituminous,Fatehpur East Coal Block,,Salora,Katghora,Korba,Chhattisgarh,Southern Asia,Asia,South Asia,22.489952,82.606239,exact,"March 9, 2009 – Environmental Clearance","Year: 2009, Month: 3, Day: 9",,,,"10,442","94,600",53.00%,0.7,20.9,N/A,N/A,N/A,International,N/A,N/A,loan,,1-4,Closed,,N/A,N/A,"$201,032,123.00",N/A,N/A,,,,,
G100000108757,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 1,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2016,,2046,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,95.5,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$694,790,228.00","$347,395,114.00",,,,,
G100000108758,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 2,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2017,,2047,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,99.5,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$694,790,228.00","$347,395,114.00",,,,,
G100000108918,L100000104888,South Korea,https://www.gem.wiki/Shin_Seocheon_power_station,Shin Seocheon power station,--,신서천 발전소,"Sin Seocheon power station, New Seocheon power station, 신서천 발전소",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1018,operating,2021,,2051,ultra-supercritical,bituminous,,,Maryang-ri,Seocheon,,South Chungcheong,Eastern Asia,Asia,East Asia,36.144144,126.495938,exact,,,,,,"8,272","94,600",53.00%,3.9,113.2,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,1,Closed,,N/A,N/A,"$313,862,182.00","$140,172,016.00","$140,172,016.00",,,,,
G100000109269,L100000103482,South Korea,https://www.gem.wiki/Shin_Boryeong_power_station,Shin Boryeong power station,Unit 2,신보령화력,"Sin Boryeong power station, Shin Poryong power station, f",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1000,operating,2017,,2047,ultra-supercritical,bituminous,,,Poryong-gun,Ocheon,Poryong,South Chungcheong,Eastern Asia,Asia,East Asia,36.384613,126.486169,exact,,,,,,"8,272","94,600",53.00%,3.8,95.8,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$627,722,261.00","$280,344,033.00","$140,172,016.50",,,,,
G100000109277,L100000103482,South Korea,https://www.gem.wiki/Shin_Boryeong_power_station,Shin Boryeong power station,Unit 1,신보령화력,"Sin Boryeong power station, Shin Poryong power station, f",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1000,operating,2017,,2047,ultra-supercritical,bituminous,,,Poryong-gun,Ocheon,Poryong,South Chungcheong,Eastern Asia,Asia,East Asia,36.384613,126.486169,exact,,,,,,"8,272","94,600",53.00%,3.8,95.8,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$627,722,261.00","$280,344,033.00","$140,172,016.50",,,,,
G100000109802,L100000103483,South Korea,https://www.gem.wiki/Taean_power_station,Taean power station,Unit 10,태안화력,태안화력,Korea Western Power [100%],Korea Electric Power Corp [100.0%],1050,operating,2017,,2047,ultra-supercritical,bituminous,,,Banggal,Wonbuk,Taean,South Chungcheong,Eastern Asia,Asia,East Asia,36.9055681,126.2346268,exact,,,,,,"8,272","94,600",53.00%,4,100.6,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$466,504,842.00","$256,110,465.00","$128,055,232.50",,,,,
G100000109810,L100000103483,South Korea,https://www.gem.wiki/Taean_power_station,Taean power station,Unit 9,태안화력,태안화력,Korea Western Power [100%],Korea Electric Power Corp [100.0%],1050,operating,2016,,2046,ultra-supercritical,bituminous,,,Banggal,Wonbuk,Taean,South Chungcheong,Eastern Asia,Asia,East Asia,36.9055681,126.2346268,exact,,,,,,"8,272","94,600",53.00%,4,96.6,National Pension Service,Public,Governmental policy institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$466,504,842.00","$256,110,465.00","$128,055,232.50",,,,,
G100000108757,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 1,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2016,,2046,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,95.5,NH Investment Securities,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$617,106,961.00","$308,553,480.50",,,,,
G100000108758,L100000103463,South Korea,https://www.gem.wiki/Samcheok_Green_power_station,Samcheok Green power station,Unit 2,삼척그린파워,삼척그린파워,Korea Southern Power [100%],Korea Electric Power Corp [100.0%],1022,operating,2017,,2047,ultra-supercritical,Unknown,,bioenergy - wood & other biomass (solids),Hosan,Wondeok,Samcheok,Gangwon,Eastern Asia,Asia,East Asia,37.186,129.341822,exact,,,,,,"8,272","96,100",53.00%,4,99.5,NH Investment Securities,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$1,581,587,437.00","$617,106,961.00","$308,553,480.50",,,,,
G100000108918,L100000104888,South Korea,https://www.gem.wiki/Shin_Seocheon_power_station,Shin Seocheon power station,--,신서천 발전소,"Sin Seocheon power station, New Seocheon power station, 신서천 발전소",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1018,operating,2021,,2051,ultra-supercritical,bituminous,,,Maryang-ri,Seocheon,,South Chungcheong,Eastern Asia,Asia,East Asia,36.144144,126.495938,exact,,,,,,"8,272","94,600",53.00%,3.9,113.2,NH Investment Securities,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,bond,,1,Closed,,N/A,N/A,"$313,862,182.00","$127,981,711.00","$127,981,711.00",,,,,
G100000109269,L100000103482,South Korea,https://www.gem.wiki/Shin_Boryeong_power_station,Shin Boryeong power station,Unit 2,신보령화력,"Sin Boryeong power station, Shin Poryong power station, f",Korea Midland Power [100%],Korea Electric Power Corp [100.0%],1000,operating,2017,,2047,ultra-supercritical,bituminous,,,Poryong-gun,Ocheon,Poryong,South Chungcheong,Eastern Asia,Asia,East Asia,36.384613,126.486169,exact,,,,,,"8,272","94,600",53.00%,3.8,95.8,NH Investment Securities,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,bond,,"1,2",Closed,,N/A,N/A,"$627,722,261.00","$255,963,421.00","$127,981,710.50",,,,,
